0.Cos->1
0.Sin->0
1.Cos->-0,987746639228077
1.Sin->0,156065937006249
2.Cos->0,951286846612723
2.Sin->-0,308307209551807
3.Cos->-0,891514132139108
3.Sin->0,452992883162918
4.Cos->0,809893329076757
4.Sin->-0,586577186325012
5.Cos->-0,708424695718503
5.Sin->0,705786405717867
6.Cos->0,589594895607493
6.Sin->-0,807699114196363
7.Cos->-0,456316057566158
7.Sin->0,889817765392037
8.Cos->0,311854408966063
8.Sin->-0,950129900386483
9.Cos->-0,159750231203217
9.Sin->0,987157466481675
10.Cos->0,00373109900770838
10.Sin->-0,999993039425873
11.Cos->0,152379470192231
11.Sin->0,988322061407077
12.Cos->-0,304755718147178
12.Sin->-0,952430549833739
13.Cos->0,44966340257859
13.Sin->0,893198087985775
14.Cos->-0,583551311214558
14.Sin->-0,812076269312046
15.Cos->0,703138290360038
15.Sin->0,711053123633926
16.Cos->-0,805493655216855
16.Sin->-0,592604397052022
17.Cos->0,888109011359933
17.Sin->0,459632879525912
18.Cos->-0,948959727261038
18.Sin->-0,315397267008859
19.Cos->0,986554551369831
19.Sin->0,163432301493529
20.Cos->-0,999972157800389
20.Sin->-0,00746214607423432
21.Cos->0,988883725008138
21.Sin->-0,148690882081014
22.Cos->-0,95356099412787
22.Sin->0,301199984193008
23.Cos->0,894869609489431
23.Sin->-0,446327662163386
24.Cos->-0,814247904513196
24.Sin->0,580517312399785
25.Cos->0,713671652873399
25.Sin->-0,700480386509823
26.Cos->-0,595605648762889
26.Sin->0,80327698284075
27.Cos->0,462943302868205
27.Sin->-0,886387893830617
28.Cos->-0,318935734359541
28.Sin->0,947776343526541
29.Cos->0,16711209661856
29.Sin->-0,985937902285813
30.Cos->-0,0111930892591256
30.Sin->0,999937355414247
31.Cos->-0,145000224021997
31.Sin->-0,989431622212253
32.Cos->0,297640057189218
32.Sin->0,954678163758027
33.Cos->-0,442985708354595
33.Sin->-0,896528673380599
34.Cos->0,577475232117436
34.Sin->0,816408204448555
35.Cos->-0,697812731168307
35.Sin->-0,716280246983978
36.Cos->0,801049127926685
36.Sin->0,598598608959207
37.Cos->-0,884654436764016
37.Sin->-0,466247281508151
38.Cos->0,946579765657056
38.Sin->0,322469761758575
39.Cos->-0,985307527814091
39.Sin->-0,170789565351297
40.Cos->0,999888632751934
40.Sin->0,0149238766233476
41.Cos->-0,98996574539207
41.Sin->0,141307547393351
42.Cos->0,95578204317194
42.Sin->-0,294075986694038
43.Cos->-0,898175256563179
43.Sin->0,439637587676109
44.Cos->0,818557139044263
44.Sin->-0,574425112716767
45.Cos->-0,718878869651046
45.Sin->0,695135361472307
46.Cos->0,601583235975532
46.Sin->-0,79881012148896
47.Cos->-0,469544769450543
47.Sin->0,88290866429186
48.Cos->0,325999300008261
48.Sin->-0,945370010310314
49.Cos->-0,174464656497189
49.Sin->0,984663436730195
50.Cos->0,018654456230099
50.Sin->-0,999825990491725
51.Cos->0,137612903601402
51.Sin->0,990486087111975
52.Cos->-0,290507822323476
52.Sin->-0,956872617002322
53.Cos->0,43628334673756
53.Sin->0,899809336114865
54.Cos->-0,571366996658955
54.Sin->-0,820694678384675
55.Cos->0,692448314693882
55.Sin->0,721467484698792
56.Cos->-0,796559994697081
56.Sin->-0,604559488262476
57.Cos->0,881150600717273
57.Sin->0,472835720790624
58.Cos->-0,944147094327498
58.Sin->-0,329524299973374
59.Cos->0,984005638000617
59.Sin->0,178137318894719
60.Cos->-0,999749429505674
60.Sin->-0,0223847761453713
61.Cos->0,990992640128222
61.Sin->-0,133916344079792
62.Cos->-0,957949870067141
62.Sin->0,28693561375045
63.Cos->0,901430889287357
63.Sin->-0,432923032233912
64.Cos->-0,822820792712798
64.Sin->0,568300926516474
65.Cos->0,724046056090743
65.Sin->-0,689751628239789
66.Cos->-0,607527324387155
66.Sin->0,794298778875421
67.Cos->0,476120089714511
67.Sin->-0,879380270514552
68.Cos->-0,333044712581827
68.Sin->0,942911034733017
69.Cos->0,18180750141625
69.Sin->-0,983334140782664
70.Cos->-0,0261147844388561
70.Sin->0,999658950859598
71.Cos->-0,130217920288959
71.Sin->-0,991485397388998
72.Cos->0,283359410704206
72.Sin->0,959013787369799
73.Cos->-0,429556690944497
73.Sin->-0,903039893506823
74.Cos->0,565226944972518
74.Sin->0,824935452430694
75.Cos->-0,687045339651021
75.Sin->-0,726614547930203
76.Cos->0,792026505502736
76.Sin->0,610486703033837
77.Cos->-0,877597698328712
77.Sin->-0,479397830500042
78.Cos->0,94166184873423
78.Sin->0,33656048882546
79.Cos->-0,982648954424364
79.Sin->-0,185475152968545
80.Cos->0,999554555813062
80.Sin->0,0298444291845552
81.Cos->-0,991964352034571
81.Sin->0,126517683715095
82.Cos->0,960064354099352
82.Sin->-0,279779262969568
83.Cos->-0,90463632637405
83.Sin->0,426184369732704
84.Cos->0,827038628099856
84.Sin->-0,562145094820463
85.Cos->-0,729172924460779
85.Sin->0,684329486602262
86.Cos->0,613437583004664
86.Sin->-0,789743206211612
87.Cos->-0,482668897517326
87.Sin->0,875802908975192
88.Cos->0,340071579760658
88.Sin->-0,940399553721231
89.Cos->-0,189140222493821
89.Sin->0,98195008846427
90.Cos->0,0335736584615309
90.Sin->-0,999436245819366
91.Cos->0,122815685869828
91.Sin->0,992429497397333
92.Cos->-0,276195220386414
92.Sin->-0,961101555630673
93.Cos->0,422806115545194
93.Sin->0,906220165664826
94.Cos->-0,559055418963274
94.Sin->-0,829130290441616
95.Cos->0,681604106901245
95.Sin->0,731721150066989
96.Cos->-0,787448912788248
96.Sin->-0,61637992321993
97.Cos->0,873995927439548
97.Sin->0,485933245229305
98.Cos->-0,939124167266636
98.Sin->-0,343577936508951
99.Cos->0,981237552631427
99.Sin->0,192802658969963
100.Cos->-0,999304022525519
100.Sin->-0,0373024203546866
101.Cos->0,992880827001929
101.Sin->-0,11911197828919
102.Cos->-0,962125377524782
102.Sin->0,272607332848541
103.Cos->0,907791389330371
103.Sin->-0,419421975410962
104.Cos->-0,831210410337744
104.Sin->0,55595796041262
105.Cos->0,734259189274626
105.Sin->-0,678869238488362
106.Cos->-0,619313682718948
106.Sin->0,785143657171791
107.Cos->0,489190828192535
107.Sin->-0,872176778877024
108.Cos->-0,347079510257852
108.Sin->0,937835707125278
109.Cos->0,19646241141165
109.Sin->-0,980511356845151
110.Cos->-0,0410306629552047
110.Sin->0,999157887772226
111.Cos->-0,115406612533043
111.Sin->-0,993318334565334
112.Cos->0,269015650303626
112.Sin->0,963135805528855
113.Cos->-0,416031996441282
113.Sin->-0,909349975497378
114.Cos->0,552852762288822
114.Sin->0,833278958830486
115.Cos->-0,676124919436207
115.Sin->-0,736787006751193
116.Cos->0,782827471454116
116.Sin->0,622238820660328
117.Cos->-0,870345488612257
117.Sin->-0,492441601057721
118.Cos->0,936534191234003
118.Sin->0,350576252261434
119.Cos->-0,979771511214889
119.Sin->-0,200119428871093
120.Cos->0,998997843593843
120.Sin->0,0447583343618943
121.Cos->-0,993742013996944
121.Sin->0,111699640184277
122.Cos->0,964132825576605
122.Sin->-0,265420222751905
123.Cos->-0,91089590246856
123.Sin->0,4126362258285
124.Cos->0,835335907123305
124.Sin->-0,549739867819758
125.Cos->-0,739304567306569
125.Sin->0,673371187948851
126.Cos->0,625155296322791
126.Sin->-0,780500387879188
127.Cos->-0,495685518570372
127.Sin->0,868502082138909
128.Cos->0,354068113841035
128.Sin->-0,935219637711405
129.Cos->-0,203773660438242
129.Sin->0,979018026040175
130.Cos->0,0484853826811189
130.Sin->-0,998823892218376
131.Cos->0,107991112848317
131.Sin->0,994151859398644
132.Cos->-0,261821100245969
132.Sin->-0,965116423788338
133.Cos->0,409234710845642
133.Sin->0,912429148722838
134.Cos->-0,546619320340492
134.Sin->-0,837381226581118
135.Cos->0,670608082361274
135.Sin->0,741811835893534
136.Cos->-0,778162438842577
136.Sin->-0,62806306910578
137.Cos->0,866646585119289
137.Sin->0,498922535571481
138.Cos->-0,93389206485756
138.Sin->-0,357555046385983
139.Cos->0,978250911810376
139.Sin->0,207425055242053
140.Cos->-0,998636036067424
140.Sin->-0,0522117560281429
141.Cos->0,994547865064916
141.Sin->-0,10428108215212
142.Cos->-0,966086586471237
142.Sin->0,258218332889734
143.Cos->0,913949692915666
143.Sin->-0,405827498845705
144.Cos->-0,839414888730731
144.Sin->0,543491163292629
145.Cos->0,744308777607916
145.Sin->-0,667835641139202
146.Cos->-0,630962098529627
146.Sin->0,775813656891324
147.Cos->0,502152606997954
147.Sin->-0,8647790233841
148.Cos->-0,361037001354068
148.Sin->0,932551491153847
